,name,nick_name,fight_record,height,weight,reach,stance,DOB
2720,David Gardner,,18-19-0,"5' 11""",155 lbs.,--,Orthodox,"May 17, 1977"
2721,Naoki Matsushita,,12-15-11,"5' 6""",155 lbs.,--,Orthodox,--
2722,Raulian Paiva,,18-2-0,"5' 8""",125 lbs.,"69""",Orthodox,"Oct 17, 1995"
2723,Josh Stuart,,1-4-0,"5' 9""",160 lbs.,--,,--
2724,Henry Briones,Bure,19-8-1,"5' 8""",135 lbs.,"69""",,"Oct 22, 1980"
2725,Falaniko Vitale,Niko,29-10-0,"5' 10""",185 lbs.,--,Orthodox,"Jul 14, 1974"
2726,Wes Combs,The Soldier,19-5-0,"6' 2""",205 lbs.,--,Orthodox,"Jun 18, 1973"
2727,Ricardo Ramos,,12-2-0,"5' 9""",135 lbs.,"72""",Orthodox,"Aug 01, 1995"
2728,Darren Till,The Gorilla,17-1-1,"6' 0""",170 lbs.,"74""",Southpaw,"Dec 24, 1992"
2729,Danny Henry,The Hatchet,12-2-0,"6' 0""",145 lbs.,"73""",Orthodox,"Jul 17, 1988"
2730,Jack Marshman,The Hammer,22-8-0,"6' 0""",185 lbs.,"73""",Orthodox,"Dec 19, 1989"
2731,Israel Adesanya,The Last Stylebender,16-0-0,"6' 4""",185 lbs.,"80""",Switch,"Jul 22, 1989"
2732,Dileno Lopes,,19-3-0,"5' 5""",135 lbs.,"65""",,"Sep 26, 1984"
2733,Stephen Palling,Bozo,11-7-1,"5' 4""",143 lbs.,--,,"Jan 29, 1967"
2734,Fabio Mello,,8-6-0,"5' 5""",155 lbs.,--,Southpaw,--
2735,Robert Whittaker,The Reaper,21-4-0,"6' 0""",185 lbs.,"73""",Orthodox,"Dec 20, 1990"
2736,Bao Quach,,18-10-1,"5' 3""",145 lbs.,--,Orthodox,"Sep 04, 1979"
2737,Steve Cantwell,The Robot,7-6-0,"6' 2""",185 lbs.,"75""",Orthodox,"Dec 08, 1986"
2738,Che Mills,Beautiful,15-5-0 (2 NC),"6' 1""",170 lbs.,"76""",Orthodox,"Sep 29, 1982"
2739,Oleg Taktarov,The Russian Bear,17-5-2,"6' 0""",210 lbs.,--,Orthodox,"Aug 26, 1967"
2740,Jordan Rinaldi,All Day,14-6-0,"5' 10""",145 lbs.,"72""",Orthodox,"Sep 25, 1987"
2741,Randall Wallace,Braveheart,15-6-0,"5' 11""",185 lbs.,"73""",Orthodox,"Mar 01, 1989"
2742,Chris Yee,,4-6-0,"5' 9""",185 lbs.,--,,--
2743,Erik Koch,New Breed,15-6-0,"5' 10""",155 lbs.,"71""",Southpaw,"Oct 04, 1988"
2744,Jason High,The Kansas City Bandit,19-5-0,"5' 8""",155 lbs.,"71""",Southpaw,"Oct 12, 1981"
2745,Lucas Lopes,,19-13-0,"6' 2""",185 lbs.,--,,"Oct 05, 1979"
2746,Cody Pfister,The Fist,12-6-1,"5' 10""",155 lbs.,"73""",Orthodox,"Jul 12, 1990"
2747,Matt Helm,,1-1-0,--,155 lbs.,--,,--
2748,Maia Stevenson,,6-5-0,"5' 4""",115 lbs.,"62""",Orthodox,"Mar 19, 1982"
2749,Vitor Vianna,,12-1-1,--,205 lbs.,--,Orthodox,--
2750,Chad Vance,,6-5-0,"6' 0""",185 lbs.,--,Orthodox,--
2751,Yoshihisa Yamamoto,,14-24-1,"6' 2""",220 lbs.,--,Southpaw,"Jul 04, 1970"
2752,Jonathan Contrestano,JT,6-0-0,--,155 lbs.,--,,--
2753,Pro Escobedo,,1-0-0,--,205 lbs.,--,,--
2754,Alex White,The Spartan,12-5-0,"6' 0""",155 lbs.,"71""",Southpaw,"Oct 22, 1988"
2755,Gabriel Carrasco,,7-0-0,"5' 6""",135 lbs.,--,,--
2756,Dan Christison,The Sandman,20-7-0,"6' 8""",265 lbs.,--,Orthodox,"Apr 26, 1972"
2757,Brett Tillis,,0-0-0,--,145 lbs.,--,,--
2758,Waachiim Spiritwolf,Native Warrior,9-8-1 (1 NC),"5' 8""",170 lbs.,--,,--
2759,Tetsuji Kato,,20-10-0,--,155 lbs.,--,Orthodox,--
2760,Ryan Spann,Superman,15-5-0,"6' 5""",205 lbs.,"81""",Orthodox,"Aug 24, 1991"
2761,Elvis Sinosic,The King of Rock n' Rumble,7-11-2,"6' 3""",205 lbs.,"77""",Orthodox,"Feb 13, 1971"
2762,Jerron Peoples,,4-3-0,"6' 0""",170 lbs.,--,,"May 04, 1982"
2763,Adriano Santos,,0-1-0,--,--,--,,--
2764,Doug Kay,,0-0-0,--,--,--,,--
2765,Steve Kozola,,8-0-0,--,155 lbs.,--,,--
2766,Jorge Gurgel,,14-9-0,"5' 7""",155 lbs.,"69""",Orthodox,"Jan 25, 1977"
2767,Stephen Bass,Bigfish,10-1-0,"5' 9""",145 lbs.,--,,"Nov 14, 1982"
2768,Scott Ventimiglia,Meant to Kill Ya,14-6-1,"5' 11""",185 lbs.,--,,"Nov 17, 1972"
2769,Mike Chandler,,9-4-0,"5' 8""",155 lbs.,--,,"Apr 24, 1986"
2770,Alan Gomez,,2-0-0,--,155 lbs.,--,,--
2771,Scott Graham,,3-1-0,"6' 4""",185 lbs.,--,Orthodox,--
2772,John Salter,,8-2-0,"6' 1""",185 lbs.,"74""",Southpaw,"Mar 21, 1985"
2773,Joe Taimanglo,The Juggernaut,23-7-1,"5' 4""",135 lbs.,--,,"Jun 27, 1984"
2774,Chase Hooper,The Teenage Dream,5-0-0,"6' 1""",145 lbs.,--,Southpaw,"Sep 13, 1999"
2775,Felipe Portela,Balboa,7-1-0,--,170 lbs.,--,,"Nov 23, 1987"
2776,Brad Pickett,One Punch,26-14-0,"5' 6""",135 lbs.,"68""",Orthodox,"Sep 24, 1978"
2777,Mark Kerr,The Smashing Machine,15-11-0 (1 NC),"6' 3""",266 lbs.,--,Switch,"Dec 21, 1968"
2778,Coty Wheeler,Ox,14-4-0,"5' 6""",135 lbs.,"67""",Orthodox,"Oct 11, 1978"
2779,Tony Bonello,The Gun,16-2-1 (1 NC),"6' 2""",185 lbs.,--,,--
2780,David Avellan,,2-1-0,"5' 9""",185 lbs.,--,Orthodox,--
2781,Pannie Kianzad,Banzai,11-4-0,"5' 7""",145 lbs.,"68""",,"Dec 08, 1991"
2782,Curt Warburton,,7-3-0,"6' 0""",155 lbs.,"73""",Orthodox,--
2783,Brett Albee,,3-1-0,--,225 lbs.,--,,--
2784,Logan Nail,,1-1-0,--,185 lbs.,--,,"Jun 20, 1989"
2785,Luke Barnatt,The Bigslow,8-3-0,"6' 6""",185 lbs.,"77""",Orthodox,"Apr 13, 1988"
2786,Chris Guillen,,13-12-0,"6' 0""",240 lbs.,--,Orthodox,"Dec 09, 1972"
2787,Eric Martin,,0-1-0,--,--,--,,--
2788,Aaron Wetherspoon,Slam,8-4-0 (1 NC),--,170 lbs.,--,,--
2789,Paul Georgieff,,6-2-0,"6' 2""",170 lbs.,--,Orthodox,"Sep 22, 1982"
2790,Tamdan McCrory,The Barncat,14-5-0,"6' 4""",185 lbs.,"78""",Switch,"Nov 05, 1986"
2791,Mike Stumpf,,11-4-0,"5' 10""",170 lbs.,"71""",,"Aug 01, 1986"
2792,Joe Warren,,7-3-0,"5' 6""",135 lbs.,--,Orthodox,"Oct 31, 1976"
2793,Greg Rebello,Ribz,24-8-0,"6' 0""",240 lbs.,"73""",Southpaw,"Jun 13, 1982"
2794,Dominick Cruz,The Dominator,22-2-0,"5' 8""",135 lbs.,"68""",Orthodox,"Mar 09, 1985"
2795,Alonzo Menifield,,8-0-0,"6' 0""",205 lbs.,"76""",Orthodox,"Oct 18, 1987"
2796,Andy Enz,Lionheart,8-3-0,"6' 3""",185 lbs.,"78""",Orthodox,"Aug 15, 1991"
2797,Scott Jorgensen,Young Guns,15-12-0,"5' 5""",135 lbs.,"66""",Orthodox,"Sep 17, 1982"
2798,Jeremy Lang,,21-2-0,"5' 11""",205 lbs.,--,Southpaw,"May 11, 1975"
2799,Kenyon Jackson,,4-3-0,"6' 0""",185 lbs.,--,,--
2800,Hector Urbina,El Toro,25-10-1,"5' 11""",170 lbs.,"73""",Orthodox,"Sep 17, 1987"
2801,Ryan Tobar,,3-3-0,--,155 lbs.,--,,--
2802,Israel Giron,El Rojo,19-5-0,"5' 8""",155 lbs.,--,,"Jan 16, 1974"
2803,Scott McDonald,,1-0-0,--,--,--,,--
2804,Lemont Davis,,2-5-0,"5' 8""",170 lbs.,--,Orthodox,--
2805,Kin Moy,Kong,8-3-0,"5' 5""",135 lbs.,--,,--
2806,Igor Zinoviev,Houdini,4-1-2,"6' 1""",199 lbs.,--,Orthodox,--
2807,Vinny Magalhaes,Pezao,11-7-0 (1 NC),"6' 3""",205 lbs.,"79""",Orthodox,"Jul 02, 1984"
2808,Per Eklund,,14-5-1,"5' 10""",155 lbs.,"72""",Orthodox,--
2809,Tom Erikson,The Big Cat,9-4-1,"6' 3""",280 lbs.,--,Orthodox,--
2810,Godofredo Pepey,,14-6-0,"5' 7""",145 lbs.,"73""",Orthodox,"Jul 02, 1987"
2811,Kelly Kobold,Blood Red,17-3-1,"5' 6""",135 lbs.,--,Orthodox,"Feb 25, 1983"
2812,George Stork,,6-4-0,"5' 10""",185 lbs.,--,,--
2813,Cole Miller,Magrinho,21-11-0 (1 NC),"6' 1""",145 lbs.,"74""",Orthodox,"Apr 26, 1984"
2814,Nick Urso,,10-3-0 (1 NC),"5' 6""",125 lbs.,"66""",Southpaw,"Sep 26, 1985"
2815,Mike Davis,Beast Boy,5-1-0,"6' 0""",145 lbs.,"72""",Orthodox,"Oct 07, 1992"
2816,Dennis Olson,,14-11-0,"6' 0""",170 lbs.,--,,--
2817,Tony Fryklund,The Freak,14-9-1,"6' 0""",185 lbs.,--,Orthodox,"Mar 26, 1971"
2818,Phillipe Nover,The Filipino Assassin,12-8-1,"5' 9""",145 lbs.,"72""",Orthodox,"Feb 03, 1984"
2819,Andre Walker,,1-5-0,"5' 11""",205 lbs.,--,Southpaw,--
2820,Brian Sleeman,,9-9-1,"5' 8""",185 lbs.,--,,--
2821,Jess Bouscal,,3-2-0,--,155 lbs.,--,,--
2822,Brendan Loughnane,,5-2-0,"5' 9""",155 lbs.,"71""",,"May 12, 1989"
2823,Evangelista Santos,Cyborg,18-15-0,"5' 10""",170 lbs.,"76""",Orthodox,"Dec 12, 1977"
2824,Minoru Toyonaga,,2-5-0,"5' 11""",195 lbs.,--,Southpaw,--
2825,Chris Cariaso,Kamikaze,17-8-0,"5' 3""",125 lbs.,"63""",Southpaw,"May 27, 1981"
2826,Randa Markos,Quiet Storm,8-7-1,"5' 4""",115 lbs.,"63""",Orthodox,"Aug 10, 1985"
2827,Sirwan Kakai,Zohan,12-3-0,"5' 5""",135 lbs.,"66""",Orthodox,"Oct 03, 1989"
2828,Sean Soriano,,8-3-0,"5' 9""",145 lbs.,"70""",Orthodox,"Oct 06, 1989"
2829,Jack May,The Outlaw,7-2-0,"6' 8""",255 lbs.,"79""",Switch,"Apr 14, 1981"
2830,Luigi Fioravanti,,22-11-0,"5' 8""",170 lbs.,"70""",Orthodox,"Jan 22, 1981"
2831,Rashid Magomedov,Goretz,20-2-0,"5' 9""",155 lbs.,"70""",Orthodox,"Nov 29, 1984"
2832,Darrel Gholar,,5-6-0,"5' 8""",194 lbs.,--,Orthodox,--
2833,Derrick Lewis,The Black Beast,21-6-0 (1 NC),"6' 3""",260 lbs.,"79""",Orthodox,"Feb 07, 1985"
2834,Pablo Villaseca,El Gallo,12-3-0,"5' 7""",155 lbs.,--,,"Jan 26, 1987"
2835,Derrick Burnsed,,8-2-3,--,155 lbs.,--,,--
2836,Ashley Yoder,Spider Monkey,6-4-0,"5' 7""",115 lbs.,"69""",Southpaw,"Oct 20, 1987"
2837,Jared Cannonier,The Killa Gorilla,11-4-0,"5' 11""",185 lbs.,"77""",Switch,"Mar 16, 1984"
2838,Sam Sicilia,,15-8-0,"5' 8""",145 lbs.,"67""",Orthodox,"Feb 01, 1986"
2839,Daniel Straus,,24-7-0 (1 NC),"5' 7""",145 lbs.,"71""",,"Jul 27, 1984"
2840,Guido Cannetti,Ninja,8-5-0,"5' 6""",135 lbs.,"68""",Southpaw,"Dec 19, 1979"
2841,Diego Henrique da Silva,Gaucho,8-4-0 (1 NC),"6' 2""",185 lbs.,--,Orthodox,"Aug 22, 1986"
2842,Collin Hart,,4-2-1,"6' 1""",185 lbs.,"76""",Orthodox,"Oct 12, 1989"
2843,CJ Hamilton,The Autobot,11-4-0,"5' 7""",125 lbs.,"68""",Switch,"Oct 07, 1986"
2844,Joe Moreira,,2-2-0,"5' 11""",195 lbs.,--,Southpaw,--
2845,David Hood,,1-3-0,"6' 0""",200 lbs.,--,,--
2846,Gegard Mousasi,,42-6-2,"6' 2""",185 lbs.,"76""",Orthodox,"Aug 01, 1985"
2847,Ian Loveland,The Barn Owl,14-9-0,"5' 8""",145 lbs.,--,Orthodox,"Sep 07, 1983"
2848,James Toney,Lights Out,0-1-0,"5' 9""",220 lbs.,--,Orthodox,"Aug 24, 1968"
2849,Jason Saggo,,12-4-0,"5' 11""",155 lbs.,"71""",Orthodox,"Nov 23, 1985"
2850,Jonny Carson,,9-5-0,"5' 10""",155 lbs.,--,,--
2851,Hannah Cifers,Shockwave,8-3-0,"5' 1""",115 lbs.,"63""",Orthodox,"Jun 26, 1992"
2852,Pawel Pawlak,,11-2-0,"6' 0""",170 lbs.,"73""",Orthodox,"Feb 08, 1989"
2853,Hong Man Choi,Techno Goliath,2-3-0,"7' 2""",330 lbs.,--,Orthodox,"Oct 30, 1980"
2854,Jake Collier,The Prototype,11-4-0,"6' 3""",205 lbs.,"78""",Orthodox,"Oct 25, 1988"
2855,Raul Castillo,,6-1-0,"5' 11""",185 lbs.,--,Orthodox,--
2856,Merritt Warren,,3-3-0,"5' 10""",155 lbs.,--,Southpaw,--
2857,Aaron Miller,Blood Spiller,14-10-0 (1 NC),"5' 9""",145 lbs.,--,,--
2858,Saparbeg Safarov,,8-2-0,"6' 1""",205 lbs.,"78""",Orthodox,"Oct 14, 1986"
2859,Paul Herrera,The Bone Crusher,1-1-0,"5' 10""",185 lbs.,--,Orthodox,--
2860,Igor Araujo,,25-8-0 (1 NC),"6' 1""",170 lbs.,"77""",Orthodox,"Dec 06, 1980"
2861,Michinori Tanaka,,11-3-0,"5' 5""",135 lbs.,"67""",Orthodox,"Oct 04, 1990"
2862,Mauricio Rua,Shogun,26-11-0,"6' 1""",205 lbs.,"76""",Orthodox,"Nov 25, 1981"
2863,Louis Jauregui,,4-2-0,"5' 7""",170 lbs.,--,,--
2864,Brad Gumm,,10-6-1 (1 NC),"5' 11""",170 lbs.,--,Orthodox,--
2865,Chris Condo,,0-1-0,"6' 0""",335 lbs.,--,Orthodox,--
2866,Yancy Medeiros,,15-6-0 (1 NC),"5' 10""",155 lbs.,"75""",Orthodox,"Sep 07, 1987"
2867,Del Hawkins,The Filipino Delight,22-15-0,"5' 5""",135 lbs.,--,Orthodox,--
2868,Andre Pederneiras,,1-1-2,"5' 8""",155 lbs.,--,Orthodox,"Mar 22, 1967"
2869,Chalid Arrab,Die Faust,7-3-0,"5' 11""",205 lbs.,--,Orthodox,"May 28, 1975"
2870,Bubba Bush,The Fightin' Texas Aggie,8-3-0 (1 NC),"6' 0""",185 lbs.,"73""",Orthodox,"Jul 24, 1985"
2871,Frankie Edgar,The Answer,22-6-1,"5' 6""",145 lbs.,"68""",Orthodox,"Oct 16, 1981"
2872,Piotr Hallmann,Pletwal,15-5-0,"5' 9""",155 lbs.,"71""",Orthodox,"Aug 25, 1987"
2873,Won Sik Park,Parky,9-3-1 (1 NC),"5' 11""",154 lbs.,--,Orthodox,--
2874,Anthony Birchak,El Toro,13-3-0,"5' 8""",135 lbs.,"69""",Orthodox,"May 16, 1986"
2875,Jordan Goodwin,,0-0-0,--,155 lbs.,--,,--
2876,Katsuhiko Nagata,,6-7-2,"5' 7""",154 lbs.,--,Southpaw,"Oct 31, 1973"
2877,Igor Vovchanchyn,Ice Cold,55-10-1 (1 NC),"5' 8""",205 lbs.,--,Orthodox,"Aug 06, 1973"
2878,Cole Province,,6-2-0 (1 NC),"5' 9""",145 lbs.,"68""",Orthodox,"Jan 17, 1981"
2879,Gideon Ray,,17-14-1,"5' 10""",185 lbs.,--,Southpaw,"May 27, 1973"
2880,Alonzo Martinez,Zo Diddy,35-16-1,"5' 10""",155 lbs.,--,,"Apr 22, 1984"
2881,Jason Suttie,Nobunaga,0-1-0,"6' 0""",210 lbs.,--,Orthodox,"Aug 07, 1973"
2882,Chris Drumm,,0-1-0 (1 NC),"5' 8""",145 lbs.,--,,--
2883,Ray Perales,Relentless,13-22-0,"5' 10""",170 lbs.,--,Orthodox,--
2884,Shinya Aoki,Tobikan Judan,30-5-0 (1 NC),"5' 11""",154 lbs.,--,Southpaw,"May 09, 1983"
2885,Hugo Duarte,,6-3-0,"6' 0""",240 lbs.,--,Orthodox,"Aug 09, 1968"
2886,Nico Musoke,Nico,13-5-0 (1 NC),"6' 0""",170 lbs.,"75""",Orthodox,"Apr 05, 1986"
2887,TJ Grant,,21-5-0,"5' 10""",155 lbs.,"72""",Orthodox,"Feb 26, 1984"
2888,Mark Weir,The Wizard,20-18-1,"6' 2""",185 lbs.,--,Southpaw,"Sep 19, 1967"
2889,Asbel Cancio,,0-1-0,"5' 10""",225 lbs.,--,,--
2890,Dan Severn,The Beast,100-18-7,"6' 2""",250 lbs.,--,Southpaw,"Jun 08, 1958"
2891,James Vick,The Texecutioner,13-3-0,"6' 3""",155 lbs.,"76""",Orthodox,"Feb 23, 1987"
2892,Garrett Gross,Glory to God,11-6-0,"5' 9""",155 lbs.,"69""",Orthodox,"Aug 08, 1988"
2893,Matt Hughes,,45-9-0,"5' 9""",170 lbs.,"73""",Switch,"Oct 13, 1973"
2894,Elizabeth Phillips,,5-4-0,"5' 6""",135 lbs.,"65""",Orthodox,"Aug 20, 1986"
2895,Tulio Palhares,,2-14-0,--,180 lbs.,--,,--
2896,Jose Barreto,,0-1-0,--,185 lbs.,--,Southpaw,--
2897,Dashon Johnson,Flyboy,9-2-0,"5' 7""",145 lbs.,"70""",Orthodox,"Jan 25, 1988"
2898,Vaughan Lee,,14-11-1,"5' 6""",125 lbs.,"66""",Orthodox,"Oct 15, 1982"
2899,Francisco Rivera,Cisco,11-7-0 (1 NC),"5' 8""",135 lbs.,"68""",Orthodox,"Oct 08, 1981"
2900,Mike Polchlopek,Mike Barton,1-1-0,"6' 4""",285 lbs.,--,Orthodox,"Dec 27, 1965"
2901,Sean Daugherty,,0-2-0,"6' 0""",175 lbs.,--,,"Dec 04, 1975"
2902,Ricco Rodriguez,Suave,47-13-0 (1 NC),"6' 4""",265 lbs.,--,Orthodox,"Aug 19, 1977"
2903,Diego Saraiva,The Octopus,21-16-1,"5' 6""",155 lbs.,--,Orthodox,"Apr 23, 1982"
2904,Hacran Dias,Barnabe,23-6-1,"5' 8""",155 lbs.,"69""",Orthodox,"Jun 16, 1984"
2905,Andy Waters,,1-2-0,"6' 0""",170 lbs.,--,,--
2906,Rogerio Bontorin,,15-1-0 (1 NC),"5' 6""",125 lbs.,"67""",Orthodox,"Apr 25, 1992"
2907,Jessica-Rose Clark,Jessy Jess,9-5-0 (1 NC),"5' 5""",125 lbs.,"64""",Orthodox,"Nov 28, 1987"
2908,Egidijus Valavicius,,20-9-0,"6' 0""",200 lbs.,--,Orthodox,--
2909,Johnny Rees,The Hater Hurter,12-4-0 (1 NC),"6' 0""",170 lbs.,--,Orthodox,"Oct 21, 1982"
2910,Matt Brown,The Immortal,23-16-0,"6' 0""",170 lbs.,"75""",Orthodox,"Jan 10, 1981"
2911,Jarjis Danho,Man Mountain,6-1-1 (1 NC),"6' 3""",265 lbs.,"74""",Orthodox,"Oct 15, 1983"
2912,Tom Sauer,,24-12-0,"6' 1""",263 lbs.,--,,"Nov 11, 1970"
2913,Takenori Sato,,17-10-7 (1 NC),"5' 10""",170 lbs.,"71""",Southpaw,"Jun 08, 1985"
2914,Kaline Medeiros,The Dark Angel,8-5-0,"5' 3""",115 lbs.,--,,--
2915,Guy Mezger,,30-14-2,"6' 1""",200 lbs.,--,Orthodox,"Jan 01, 1968"
2916,Karl Roberson,Baby K,7-2-0,"6' 1""",205 lbs.,"74""",Southpaw,"Oct 04, 1990"
2917,Ariel Beck,Sunshine,4-5-0,"5' 6""",125 lbs.,"66""",,"Sep 16, 1990"
2918,Karen Darabedyan,,9-4-0,"5' 7""",155 lbs.,"68""",Orthodox,"Dec 18, 1986"
2919,Jack Morrison,,0-3-0,"5' 11""",205 lbs.,--,,--
2920,Brandon Saling,White Steel,8-6-0,"5' 10""",170 lbs.,--,,"Jan 28, 1986"
2921,Mark Scanlon,,7-2-0,"5' 9""",170 lbs.,--,Orthodox,--
2922,Mike de la Torre,El Cucuy,14-7-0 (1 NC),"5' 11""",145 lbs.,"71""",Orthodox,"Sep 22, 1986"
2923,Paul Varelans,The Polar Bear,9-9-0,"6' 8""",300 lbs.,--,Orthodox,--
2924,Cal Worsham,,11-10-0,"5' 11""",230 lbs.,--,Orthodox,--
2925,Jose Torres,Shorty,8-1-0,"5' 4""",125 lbs.,"65""",Orthodox,"Aug 02, 1992"
2926,Steve Hadsel,,3-0-0,"5' 8""",170 lbs.,--,,--
2927,Zak Bucia,,7-4-0,"5' 10""",170 lbs.,--,,--
2928,Mike Perry,Platinum,12-4-0,"5' 10""",170 lbs.,"71""",Orthodox,"Sep 15, 1991"
2929,Chris Birchler,The Big Buck,7-3-0,"6' 3""",205 lbs.,"79""",Switch,"Jun 05, 1987"
2930,Satoshi Honma,,4-6-3,"6' 1""",205 lbs.,--,Orthodox,"May 19, 1968"
2931,Colin Fletcher,The Freakshow,9-3-0,"6' 2""",155 lbs.,"78""",Orthodox,"Jan 08, 1983"
2932,Mike Joy,,10-6-0,"5' 6""",155 lbs.,--,Southpaw,"Jul 18, 1985"
2933,Rhadi Ferguson,,3-0-0,"5' 7""",205 lbs.,--,,--
2934,Kelly Dullanty,Psycho,4-2-0,"5' 8""",155 lbs.,--,Orthodox,"Nov 04, 1977"
2935,Shamil Abdurakhimov,Abrek,19-4-0,"6' 3""",235 lbs.,"76""",Orthodox,"Sep 02, 1981"
2936,Tony Johnson,,11-3-0,"6' 1""",265 lbs.,--,,--
2937,Montel Jackson,Quik,7-1-0,"5' 10""",135 lbs.,"75""",Southpaw,"Apr 24, 1992"
2938,Jake Shields,,29-7-1 (1 NC),"6' 0""",170 lbs.,"72""",Orthodox,"Jan 09, 1979"
2939,Jose Aldo,,28-4-0,"5' 7""",145 lbs.,"70""",Orthodox,"Sep 09, 1986"
2940,Leandro Silva,Buscape,19-4-1 (1 NC),"5' 9""",155 lbs.,"72""",Orthodox,"Nov 11, 1985"
2941,Ed Herman,Short Fuse,24-14-0 (1 NC),"6' 1""",205 lbs.,"77""",Orthodox,"Oct 02, 1980"
2942,Rich Franklin,Ace,29-7-0 (1 NC),"6' 1""",185 lbs.,"75""",Southpaw,"Oct 05, 1974"
2943,Hector Ramirez,Sick Dog,9-4-1,"6' 0""",205 lbs.,--,Orthodox,"Mar 28, 1976"
2944,Shawn Jordan,The Savage,18-7-0,"6' 0""",260 lbs.,"75""",Southpaw,"Oct 21, 1984"
2945,Matt Lindland,The Law,22-9-0,"6' 0""",185 lbs.,"74""",Southpaw,"May 17, 1970"
2946,Tim Catalfo,Obake,4-2-0,"5' 11""",235 lbs.,--,Orthodox,--
2947,Luke Sanders,Cool Hand,13-3-0,"5' 6""",135 lbs.,"67""",Southpaw,"Dec 12, 1985"
2948,Mats Nilsson,,11-4-1,"6' 1""",170 lbs.,"74""",Orthodox,"Dec 05, 1983"
2949,Gaston Reyno,Tonga,6-2-0 (2 NC),"6' 0""",145 lbs.,--,,"Nov 11, 1986"
2950,Craig Oxley,,0-3-0,"5' 9""",155 lbs.,--,,"Feb 14, 1973"
2951,Jason Sharp,,3-2-0,--,205 lbs.,--,,--
2952,Kennedy Nzechukwu,African Savage,5-0-0,"6' 5""",205 lbs.,"82""",Southpaw,"Jun 13, 1992"
2953,Alessio Sakara,Legionarius,19-11-0 (1 NC),"6' 0""",185 lbs.,"72""",Orthodox,"Sep 02, 1981"
2954,Guto Inocente,,6-4-0,"6' 3""",205 lbs.,"77""",Orthodox,"May 29, 1986"
2955,Joe Camacho,,13-16-3,"5' 9""",155 lbs.,--,Orthodox,"Mar 10, 1972"
2956,Jesse Juarez,,16-8-0,"6' 1""",170 lbs.,--,Orthodox,"May 08, 1981"
2957,Willamy Freire,Chiquerim,19-5-0,"5' 8""",155 lbs.,--,,"Jul 28, 1987"
2958,Artem Frolov,,11-0-0,"5' 10""",185 lbs.,--,,"Sep 07, 1991"
2959,AJ Fonseca,,5-4-0,"5' 4""",145 lbs.,--,,--
2960,Dimitiri Wanderley,,5-2-0,--,205 lbs.,--,Orthodox,--
2961,Jon Tuck,Super Saiyan,10-5-0,"5' 11""",155 lbs.,"73""",Orthodox,"Aug 28, 1984"
2962,Adam Smith,,0-2-0,--,--,--,,--
2963,Seth Kleinbeck,Mass Destruction,8-4-0,"6' 2""",185 lbs.,--,,"Jul 25, 1973"
2964,Royston Wee,,4-1-0,"5' 7""",135 lbs.,"67""",Orthodox,"Nov 15, 1986"
2965,Michael Bisping,The Count,31-9-0,"6' 1""",185 lbs.,"75""",Orthodox,"Feb 28, 1979"
2966,Trey Houston,,7-4-0,"5' 11""",185 lbs.,--,,--
2967,Marcin Wrzosek,The Polish Zombie,10-4-0,"5' 9""",155 lbs.,--,,"Oct 14, 1987"
2968,Nathan Jones,,0-1-0,"6' 11""",345 lbs.,--,Orthodox,"Aug 21, 1970"
2969,Ben Saunders,Killa B,22-11-2,"6' 2""",170 lbs.,"77""",Orthodox,"Apr 13, 1983"
2970,John Cholish,,8-3-0,"5' 11""",155 lbs.,"72""",Orthodox,"Dec 17, 1983"
2971,Tito Jones,,7-6-0,"5' 8""",145 lbs.,--,Southpaw,"Jul 31, 1981"
2972,Tim Roman,,3-4-0,"6' 1""",170 lbs.,--,,"Jun 08, 1985"
2973,Lorenzo Hood,The Samoan Silverback,9-4-0,"6' 3""",265 lbs.,--,,--
2974,Philipe Lins,Monstro,10-2-0,"6' 2""",205 lbs.,--,,"Aug 17, 1985"
2975,Osamu Tachihikari,,0-4-0,"6' 5""",300 lbs.,--,Orthodox,--
2976,Josh Paiva,,8-2-0,"5' 6""",125 lbs.,--,,"Apr 05, 1991"
2977,Nick Ring,The Promise,13-3-0,"6' 0""",185 lbs.,"74""",Southpaw,"Feb 10, 1979"
2978,Te Edwards,Tango,6-3-0,"5' 8""",155 lbs.,"72""",Orthodox,"Sep 11, 1990"
2979,Jeimeson Saudino,The Minion,8-5-0,"5' 6""",135 lbs.,--,,"Mar 05, 1991"
2980,Mauricio Alonso,,13-7-0 (1 NC),"6' 2""",170 lbs.,--,,"Feb 27, 1980"
2981,Kit Cope,Havoc,4-7-0,"6' 0""",170 lbs.,--,Orthodox,"Mar 17, 1977"
2982,Luis Pena,Violent Bob Ross,5-1-0,"6' 3""",155 lbs.,"76""",Southpaw,"Jul 05, 1993"
2983,Saeed Hosseini,,0-1-0,--,--,--,,--
2984,Javi Alanis,,0-3-0,"5' 6""",135 lbs.,--,,--
2985,Abongo Humphrey,,7-3-0,"5' 11""",205 lbs.,--,Orthodox,--
2986,Joe Lowry,,8-1-0,"5' 10""",155 lbs.,"72""",Orthodox,"Dec 12, 1989"
2987,Julio Paulino,The Dominican Demon,17-4-0,"6' 0""",170 lbs.,--,Orthodox,"Dec 04, 1975"
2988,Quinn Mulhern,,18-4-0,"6' 3""",155 lbs.,"76""",Orthodox,"Sep 20, 1984"
